SA1_7DIGITCODE_2016,State,div_nm,Formal_votes,ALP_TPP,ALP_TPP_pc,ALP_TPP_swing,LNP_TPP,LNP_TPP_pc,LNP_TPP_swing
5112832,WA,Tangney,273,126.3,46.25,-1.7,146.7,53.75,1.7
5112833,WA,Tangney,154,71.26,46.26,-1.58,82.79,53.74,1.58
5112834,WA,Tangney,198.8,90.28,45.42,-1.64,108.5,54.58,1.64
5112835,WA,Tangney,281.6,126.4,44.9,-1.24,155.1,55.1,1.24
5112836,WA,Tangney,185.2,85.41,46.1,-2.87,99.84,53.9,2.87
5112837,WA,Tangney,254,110.3,43.44,-2.97,143.7,56.56,2.97
5112901,WA,Tangney,283,113.6,40.13,-2.14,169.4,59.87,2.14
5112902,WA,Tangney,199.6,74.15,37.15,3.13,125.4,62.85,-3.13
5112903,WA,Tangney,231.3,85.45,36.94,3.12,145.9,63.06,-3.12
5112904,WA,Tangney,229.2,85.06,37.11,2.8,144.2,62.89,-2.8
5112905,WA,Tangney,207.9,70.91,34.11,-0.35,137,65.89,0.35
5112906,WA,Tangney,371.9,126.1,33.91,-0.44,245.8,66.09,0.44
5112907,WA,Tangney,201.6,67.52,33.5,-0.5,134,66.5,0.5
5112908,WA,Tangney,194,63.22,32.59,-0.72,130.8,67.41,0.72
5112909,WA,Tangney,293,98.64,33.67,-0.55,194.4,66.33,0.55
5112910,WA,Tangney,87.51,34.56,39.49,0.5,52.95,60.51,-0.5
5112911,WA,Tangney,191,76.83,40.22,-0.41,114.2,59.78,0.41
5112912,WA,Tangney,302.8,121.9,40.24,-0.5,181,59.76,0.5
5112913,WA,Tangney,371.9,149.2,40.12,-1.38,222.7,59.88,1.38
5112914,WA,Tangney,226.3,90.46,39.96,-0.25,135.9,60.04,0.25
5112915,WA,Tangney,275,91.72,33.36,-0.73,183.2,66.64,0.73
5112916,WA,Tangney,166.7,56.39,33.83,-0.21,110.3,66.17,0.21
5112917,WA,Tangney,359.4,117.9,32.8,-0.8,241.5,67.2,0.8
5112918,WA,Tangney,193.6,68.44,35.35,1.19,125.2,64.65,-1.19
5112919,WA,Tangney,102.6,35.34,34.46,0,67.22,65.54,0
5112920,WA,Tangney,304.5,109.2,35.85,1.66,195.3,64.15,-1.66
5112921,WA,Tangney,273.3,112.1,41.01,-2.66,161.2,58.99,2.66
5112922,WA,Tangney,217.6,93.8,43.1,-1.63,123.8,56.9,1.63
5112923,WA,Tangney,316,129.9,41.12,-2.47,186,58.88,2.47
5112924,WA,Tangney,189.2,77.95,41.2,-2.62,111.2,58.8,2.62
5112925,WA,Tangney,377.1,155.8,41.32,-2.65,221.3,58.68,2.65
5112926,WA,Tangney,358.4,146.8,40.97,-1.85,211.5,59.03,1.85
5112927,WA,Tangney,332.8,135,40.56,-1.46,197.8,59.44,1.46
5112928,WA,Tangney,220.8,82.48,37.35,2.82,138.3,62.65,-2.82
5112929,WA,Tangney,151.8,56.63,37.3,2.98,95.19,62.7,-2.98
5112930,WA,Tangney,165.8,61.88,37.32,3.07,103.9,62.68,-3.07
5112931,WA,Tangney,158.3,58.94,37.23,3.17,99.37,62.77,-3.17
5112932,WA,Tangney,277.3,103.3,37.27,2.85,174,62.73,-2.85
5112933,WA,Tangney,82.63,29.1,35.22,2.53,53.52,64.78,-2.53
5113101,WA,Tangney,220.7,88.63,40.16,-0.27,132.1,59.84,0.27
5113102,WA,Tangney,316.5,128.9,40.73,-0.51,187.6,59.27,0.51
5113103,WA,Tangney,169.9,66.48,39.12,-0.56,103.4,60.88,0.56
5113104,WA,Tangney,213.3,86.48,40.54,-0.52,126.9,59.46,0.52
5113105,WA,Tangney,279.8,113.8,40.66,-0.47,166,59.34,0.47
5113106,WA,Tangney,206.8,86.03,41.61,-0.52,120.7,58.39,0.52
5113107,WA,Tangney,172.9,69.16,40.01,-0.1,103.7,59.99,0.1
5113108,WA,Tangney,283.3,121.6,42.91,-0.3,161.8,57.09,0.3
5113109,WA,Tangney,303.9,130.6,42.96,-0.47,173.4,57.04,0.47
5113110,WA,Tangney,301.7,131.4,43.55,-0.5,170.3,56.45,0.5
5113111,WA,Tangney,170.6,73.23,42.92,-0.75,97.38,57.08,0.75
5113112,WA,Tangney,276.2,111,40.19,-0.44,165.2,59.81,0.44
5113113,WA,Tangney,236.7,98.98,41.82,-0.26,137.7,58.18,0.26
5113114,WA,Tangney,283.2,119.6,42.23,-0.32,163.6,57.77,0.32
5113115,WA,Tangney,238.7,103.2,43.24,-0.47,135.5,56.76,0.47
5113116,WA,Tangney,178.8,75.26,42.1,-0.6,103.5,57.9,0.6
5113117,WA,Tangney,212.7,87.11,40.96,-0.2,125.6,59.04,0.2
5113118,WA,Tangney,301,127.3,42.29,1.19,173.7,57.71,-1.19
5113119,WA,Tangney,206.3,87.52,42.41,5.11,118.8,57.59,-5.11
5113120,WA,Tangney,295.5,125.9,42.6,5.22,169.6,57.4,-5.22
5113121,WA,Tangney,131.7,54.46,41.34,4.82,77.28,58.66,-4.82
5113122,WA,Tangney,183.6,77.21,42.06,5.64,106.4,57.94,-5.64
5113123,WA,Tangney,326.4,138.3,42.38,5.34,188.1,57.62,-5.34
5113124,WA,Tangney,220,93.89,42.67,5.72,126.1,57.33,-5.72
5113125,WA,Tangney,340.9,146.5,42.96,5.8,194.5,57.04,-5.8
5113126,WA,Tangney,249,104.4,41.93,5.18,144.6,58.07,-5.18
5113127,WA,Tangney,256.1,104.8,40.94,0.79,151.2,59.06,-0.79
5113128,WA,Tangney,231.4,96.59,41.75,2.62,134.8,58.25,-2.62
5113129,WA,Tangney,318.7,134.9,42.34,2.4,183.7,57.66,-2.4
5113130,WA,Tangney,286.9,122.6,42.72,0.8,164.3,57.28,-0.8
5113131,WA,Tangney,328.6,139.9,42.57,0.16,188.8,57.43,-0.16
5113132,WA,Tangney,351.2,151.6,43.17,-0.44,199.6,56.83,0.44
5113133,WA,Tangney,315,134,42.54,-0.23,181,57.46,0.23
5113134,WA,Tangney,254.6,100.3,39.38,0.06,154.3,60.62,-0.06
5113135,WA,Tangney,195.5,78.98,40.4,0.48,116.5,59.6,-0.48
5113136,WA,Tangney,219.7,93.08,42.36,3.81,126.7,57.64,-3.81
5113137,WA,Tangney,338.2,135.9,40.18,-0.28,202.3,59.82,0.28
5113138,WA,Tangney,282.2,119.2,42.25,4.12,163,57.75,-4.12
5113139,WA,Tangney,258.4,107.4,41.55,1.31,151.1,58.45,-1.31
5117501,WA,Tangney,264,80.01,30.31,-0.09,184,69.69,0.09
5117502,WA,Tangney,299.7,92.68,30.93,-0.19,207,69.07,0.19
5117503,WA,Tangney,285.4,87.88,30.79,-0.06,197.5,69.21,0.06
5117504,WA,Tangney,397,120.5,30.36,0.14,276.5,69.64,-0.14
5117505,WA,Tangney,260.2,79.5,30.56,-0.12,180.7,69.44,0.12
5117506,WA,Tangney,256.3,78.08,30.47,0.39,178.2,69.53,-0.39
5117507,WA,Tangney,225.7,69.35,30.73,-0.06,156.3,69.27,0.06
5117508,WA,Tangney,290.7,90.18,31.02,-0.01,200.5,68.98,0.01
5117509,WA,Tangney,339.9,106.2,31.24,-0.11,233.7,68.76,0.11
5117510,WA,Tangney,342,101.8,29.78,0.14,240.1,70.22,-0.14
5117511,WA,Tangney,291.9,87.9,30.11,0.42,204,69.89,-0.42
5117512,WA,Tangney,281.3,86.66,30.81,-0.04,194.6,69.19,0.04
5117513,WA,Tangney,226.5,68.44,30.22,-0.27,158.1,69.78,0.27
5117514,WA,Tangney,311.1,96.24,30.93,0.03,214.9,69.07,-0.03
5117515,WA,Tangney,311.4,98.46,31.62,0.33,212.9,68.38,-0.33
5117516,WA,Tangney,363.8,118.5,32.58,0.91,245.3,67.42,-0.91
5117517,WA,Tangney,375.2,128.7,34.3,0.18,246.5,65.7,-0.18
5117518,WA,Tangney,342.4,119.4,34.86,0.72,223.1,65.14,-0.72
5117519,WA,Tangney,254.4,84.4,33.18,0.51,170,66.82,-0.51
5117520,WA,Tangney,355.4,123.1,34.64,0.71,232.3,65.36,-0.71
5117521,WA,Tangney,239.8,80.37,33.51,1.38,159.5,66.49,-1.38
5117522,WA,Tangney,261.5,84.69,32.38,1.56,176.9,67.62,-1.56
5117523,WA,Tangney,380.7,124.5,32.71,1.44,256.2,67.29,-1.44
5117524,WA,Tangney,190.3,62.74,32.97,2.07,127.6,67.03,-2.07
5117601,WA,Tangney,221.3,83.21,37.6,-0.82,138.1,62.4,0.82
5117602,WA,Tangney,216.2,79.73,36.87,-0.87,136.5,63.13,0.87
5117603,WA,Tangney,282.8,104.4,36.93,-1.33,178.3,63.07,1.33
5117604,WA,Tangney,212.4,78.96,37.17,-1.09,133.5,62.83,1.09
5117605,WA,Tangney,134,50.13,37.41,-1.12,83.88,62.59,1.12
5117606,WA,Tangney,325.5,121.1,37.22,-0.87,204.4,62.78,0.87
5117607,WA,Tangney,382,143.1,37.47,-0.75,238.8,62.53,0.75
5117608,WA,Tangney,170.6,62.96,36.91,-1.18,107.6,63.09,1.18
5117609,WA,Tangney,315.9,116.7,36.95,-1.07,199.2,63.05,1.07
5117701,WA,Tangney,246.1,92.48,37.58,0.48,153.6,62.42,-0.48
5117702,WA,Tangney,342.4,125.2,36.57,0.73,217.2,63.43,-0.73
5117703,WA,Tangney,296.9,114.1,38.44,0.82,182.8,61.56,-0.82
5117704,WA,Tangney,277.7,106.4,38.31,0.61,171.3,61.69,-0.61
5117705,WA,Tangney,261.4,101.5,38.84,1.04,159.9,61.16,-1.04
5117706,WA,Tangney,272,102.7,37.76,0.69,169.3,62.24,-0.69
5117713,WA,Tangney,529.9,198.5,37.47,0.84,331.3,62.53,-0.84
5117715,WA,Tangney,328.7,123.9,37.71,0.51,204.7,62.29,-0.51
5117716,WA,Tangney,330.5,120.5,36.45,0.84,210,63.55,-0.84
5117717,WA,Tangney,386.3,146.8,37.99,1.01,239.5,62.01,-1.01
5117718,WA,Tangney,382.7,144.6,37.79,1.13,238.1,62.21,-1.13
5117719,WA,Tangney,398.9,151.5,37.99,0.59,247.4,62.01,-0.59
5117720,WA,Tangney,321.9,124.3,38.63,1.17,197.5,61.37,-1.17
5117721,WA,Tangney,299.8,116.1,38.71,1.22,183.7,61.29,-1.22
5117801,WA,Tangney,360.4,138.4,38.41,2.5,221.9,61.59,-2.5
5117802,WA,Tangney,307.5,117.1,38.09,3.12,190.4,61.91,-3.12
5117803,WA,Tangney,185.4,68.8,37.11,2.83,116.6,62.89,-2.83
5117804,WA,Tangney,280.1,107.3,38.3,2.79,172.8,61.7,-2.79
5117805,WA,Tangney,304.5,113,37.11,2.34,191.5,62.89,-2.34
5117806,WA,Tangney,311.6,104.7,33.62,1.78,206.8,66.38,-1.78
5117807,WA,Tangney,375,148.4,39.57,3.43,226.6,60.43,-3.43
5117808,WA,Tangney,243.2,79.65,32.75,1.21,163.5,67.25,-1.21
5117809,WA,Tangney,360.6,133.6,37.05,2.35,227,62.95,-2.35
5117810,WA,Tangney,247.8,96.73,39.03,3.4,151.1,60.97,-3.4
5117811,WA,Tangney,357.4,115.9,32.42,1.06,241.5,67.58,-1.06
5117812,WA,Tangney,336.2,109.1,32.45,0.94,227.1,67.55,-0.94
5117813,WA,Tangney,306.9,98.45,32.08,1.2,208.4,67.92,-1.2
5117814,WA,Tangney,152.6,58.46,38.3,3.18,94.18,61.7,-3.18
5117815,WA,Tangney,426.7,159.4,37.36,2.1,267.3,62.64,-2.1
5117816,WA,Tangney,211,83.87,39.74,4.27,127.2,60.26,-4.27
5117817,WA,Tangney,337.6,117.5,34.81,0.9,220.1,65.19,-0.9
5117818,WA,Tangney,225.9,74.29,32.88,1.65,151.6,67.12,-1.65
5117819,WA,Tangney,174.8,57.82,33.09,1.88,116.9,66.91,-1.88
5117820,WA,Tangney,330.9,119.5,36.13,2.41,211.3,63.87,-2.41
5117821,WA,Tangney,229.8,74.96,32.62,1.84,154.8,67.38,-1.84
5117822,WA,Tangney,296.9,95.39,32.13,1.57,201.5,67.87,-1.57
5117823,WA,Tangney,260.4,86.21,33.1,1.24,174.2,66.9,-1.24
5117824,WA,Tangney,306.3,98.12,32.04,1.29,208.1,67.96,-1.29
5117825,WA,Tangney,306,105.1,34.35,1.88,200.9,65.65,-1.88
5117826,WA,Tangney,418.9,144.5,34.5,1.98,274.4,65.5,-1.98
5117827,WA,Tangney,489.1,187.6,38.36,2.95,301.5,61.64,-2.95
5117828,WA,Tangney,131.4,47.01,35.78,1.54,84.37,64.22,-1.54
5117829,WA,Tangney,318,121.7,38.25,2.69,196.4,61.75,-2.69
5117830,WA,Tangney,182.4,70.8,38.82,3.17,111.6,61.18,-3.17
5117831,WA,Tangney,262.4,104,39.65,3.77,158.4,60.35,-3.77
5117901,WA,Tangney,163.2,63.88,39.15,1.11,99.29,60.85,-1.11
5117902,WA,Tangney,275.6,106.6,38.66,0.66,169,61.34,-0.66
5117903,WA,Tangney,268,104,38.8,0.76,164,61.2,-0.76
5117904,WA,Tangney,112.5,43.52,38.7,1.02,68.94,61.3,-1.02
5117905,WA,Tangney,341.1,131.4,38.5,0.83,209.8,61.5,-0.83
5117906,WA,Tangney,251.6,97.37,38.7,0.58,154.2,61.3,-0.58
5117907,WA,Tangney,392.9,135,34.37,-1.07,257.8,65.63,1.07
5117908,WA,Tangney,275.9,105.4,38.21,0.95,170.5,61.79,-0.95
5117909,WA,Tangney,216.8,83.19,38.38,0.3,133.6,61.62,-0.3
5117910,WA,Tangney,251.7,97.35,38.67,0.83,154.4,61.33,-0.83
5117911,WA,Tangney,294.6,109.1,37.02,0.34,185.5,62.98,-0.34
5117912,WA,Tangney,387.9,150,38.66,0.49,238,61.34,-0.49
5117913,WA,Tangney,368.7,143.6,38.96,0.91,225,61.04,-0.91
5117914,WA,Tangney,271.6,106.1,39.06,0.65,165.5,60.94,-0.65
5117915,WA,Tangney,201.7,78.6,38.97,0.85,123.1,61.03,-0.85
5117916,WA,Tangney,315.1,122.8,38.99,0.91,192.2,61.01,-0.91
5117917,WA,Tangney,351.8,135,38.37,0.78,216.8,61.63,-0.78
5118001,WA,Tangney,213.5,80.13,37.53,-0.61,133.4,62.47,0.61
5118002,WA,Tangney,199.1,75.41,37.88,-1.41,123.7,62.12,1.41
5118003,WA,Tangney,304.3,113.9,37.44,-0.15,190.4,62.56,0.15
5118004,WA,Tangney,206,78.03,37.89,0.39,127.9,62.11,-0.39
5118005,WA,Tangney,187.4,71.73,38.27,0.05,115.7,61.73,-0.05
5118006,WA,Tangney,310.6,117.6,37.87,-0.69,192.9,62.13,0.69
5118007,WA,Tangney,209.6,78.1,37.26,-0.93,131.5,62.74,0.93
5118008,WA,Tangney,319.2,118.9,37.24,0.38,200.3,62.76,-0.38
5118009,WA,Tangney,228.6,83.93,36.71,0.21,144.7,63.29,-0.21
5118010,WA,Tangney,196.2,75.24,38.36,-0.01,120.9,61.64,0.01
5118011,WA,Tangney,250.7,93.04,37.12,0.25,157.6,62.88,-0.25
5118012,WA,Tangney,333.7,123,36.85,0.26,210.7,63.15,-0.26
5118013,WA,Tangney,203.9,75.58,37.06,0.44,128.3,62.94,-0.44
5118014,WA,Tangney,180.8,67.2,37.17,0.41,113.6,62.83,-0.41
5118015,WA,Tangney,371.6,136.9,36.85,0.08,234.7,63.15,-0.08
5118016,WA,Tangney,244.9,92.82,37.9,-0.79,152.1,62.1,0.79
5118017,WA,Tangney,294.1,112.4,38.24,-0.87,181.6,61.76,0.87
5118018,WA,Tangney,144.1,54.68,37.95,-1.39,89.42,62.05,1.39
5118019,WA,Tangney,253.7,97.17,38.31,-1.25,156.5,61.69,1.25
5118020,WA,Tangney,361.6,137.6,38.05,-0.08,224,61.95,0.08
5118021,WA,Tangney,324.4,122,37.61,0.09,202.4,62.39,-0.09
5118022,WA,Tangney,251,94.38,37.59,-0.88,156.7,62.41,0.88
5118023,WA,Tangney,152.1,58.01,38.15,-0.48,94.04,61.85,0.48
5118024,WA,Tangney,143.3,53.83,37.55,-1.57,89.52,62.45,1.57
5118025,WA,Tangney,123.6,46.98,38.02,-0.92,76.59,61.98,0.92
5118026,WA,Tangney,1.89,0.69,36.55,0.43,1.2,63.45,-0.43
5118027,WA,Tangney,147.8,55.69,37.69,-0.78,92.07,62.31,0.78
5118028,WA,Tangney,193.3,73.87,38.22,-1.18,119.4,61.78,1.18
5118029,WA,Tangney,350.8,133.4,38.02,-0.95,217.4,61.98,0.95
5118030,WA,Tangney,152,57.23,37.66,-1.22,94.73,62.34,1.22
5118031,WA,Tangney,145.8,56.26,38.58,-1.24,89.56,61.42,1.24
5118032,WA,Tangney,191,72.54,37.98,-1.01,118.5,62.02,1.01
5118101,WA,Tangney,299,118.7,39.71,-0.37,180.2,60.29,0.37
5118102,WA,Tangney,329.2,130.4,39.62,0.04,198.7,60.38,-0.04
5118103,WA,Tangney,317.9,122.6,38.57,3.41,195.3,61.43,-3.41
5118104,WA,Tangney,364.8,115.8,31.75,0.68,249,68.25,-0.68
5118105,WA,Tangney,237.3,78.17,32.94,0.64,159.1,67.06,-0.64
5118106,WA,Tangney,345.6,112.9,32.66,0.42,232.7,67.34,-0.42
5118107,WA,Tangney,379.2,122,32.18,0.85,257.2,67.82,-0.85
5118108,WA,Tangney,306.3,98.99,32.32,0.68,207.3,67.68,-0.68
5118109,WA,Tangney,331.9,130.3,39.26,0.21,201.6,60.74,-0.21
5118110,WA,Tangney,307.9,117,38,0.18,190.9,62,-0.18
5118111,WA,Tangney,410.8,160.2,38.99,3.58,250.6,61.01,-3.58
5118112,WA,Tangney,406.1,133.8,32.95,0.79,272.3,67.05,-0.79
5118113,WA,Tangney,401.4,128.8,32.09,0.44,272.6,67.91,-0.44
5118114,WA,Tangney,280.2,87.75,31.31,0.72,192.5,68.69,-0.72
5118115,WA,Tangney,272.6,86.99,31.92,0.77,185.6,68.08,-0.77
5118116,WA,Tangney,310.2,121.6,39.19,2.83,188.6,60.81,-2.83
5118117,WA,Tangney,147.8,58.59,39.65,2.2,89.18,60.35,-2.2
5118118,WA,Tangney,377.1,149.8,39.72,-0.01,227.3,60.28,0.01
5118119,WA,Tangney,393.3,145.3,36.95,-0.6,248,63.05,0.6
5118120,WA,Tangney,458.6,187,40.77,0.67,271.6,59.23,-0.67
5118121,WA,Tangney,338.1,145.8,43.13,1.65,192.3,56.87,-1.65
5118122,WA,Tangney,318.1,132.4,41.64,0.88,185.6,58.36,-0.88
5118123,WA,Tangney,318.7,128.6,40.34,0.35,190.1,59.66,-0.35
5118124,WA,Tangney,445.5,179.7,40.34,0.18,265.8,59.66,-0.18
5118125,WA,Tangney,435.7,174.7,40.09,0.12,261,59.91,-0.12
5118126,WA,Tangney,361.6,144.5,39.95,0.05,217.2,60.05,-0.05
5118127,WA,Tangney,155.9,59.96,38.45,-0.45,95.98,61.55,0.45
5118128,WA,Tangney,275.1,109.5,39.81,-0.19,165.6,60.19,0.19
5118129,WA,Tangney,312,121.7,38.99,3.31,190.4,61.01,-3.31
5118130,WA,Tangney,435.1,156.9,36.06,0.29,278.2,63.94,-0.29
5118131,WA,Tangney,372.8,119.6,32.08,0.5,253.2,67.92,-0.5
5118132,WA,Tangney,297.6,93.72,31.5,0.73,203.8,68.5,-0.73
5118204,WA,Tangney,288.8,126,43.63,-1.53,162.8,56.37,1.53
5118205,WA,Tangney,211.6,88.35,41.75,-1.88,123.3,58.25,1.88
5118206,WA,Tangney,232.8,96.62,41.51,-1.88,136.1,58.49,1.88
5118207,WA,Tangney,283,120.8,42.68,-2.03,162.2,57.32,2.03
5118208,WA,Tangney,201.6,85.12,42.22,-1.99,116.5,57.78,1.99
5118209,WA,Tangney,249,105.6,42.42,-2,143.3,57.58,2
5118210,WA,Tangney,327.6,139.2,42.5,-1.92,188.4,57.5,1.92
5118211,WA,Tangney,136.7,56.77,41.54,-1.82,79.9,58.46,1.82
5118212,WA,Tangney,226.8,86.97,38.35,-1.85,139.8,61.65,1.85
5118213,WA,Tangney,496.2,129.2,26.04,-10,367,73.96,10.04
5118219,WA,Tangney,233,102.4,43.93,-1.4,130.6,56.07,1.4
5118220,WA,Tangney,272.8,121,44.35,-1.43,151.8,55.65,1.43
5118221,WA,Tangney,376.4,167.9,44.61,-1.33,208.5,55.39,1.33
5118222,WA,Tangney,237.3,106.1,44.74,-0.99,131.1,55.26,0.99
5118223,WA,Tangney,353.4,161.3,45.65,-1.19,192.1,54.35,1.19
5118224,WA,Tangney,396,145.3,36.68,-2,250.7,63.32,2
5118225,WA,Tangney,152.9,54.13,35.4,-1.99,98.77,64.6,1.99
5118226,WA,Tangney,145.3,51.62,35.53,-1.77,93.67,64.47,1.77
5118227,WA,Tangney,371.1,130.3,35.11,-1.91,240.8,64.89,1.91
5118228,WA,Tangney,253.4,104.2,41.14,-2.02,149.1,58.86,2.02
5118301,WA,Tangney,287.5,133.9,46.56,-1.35,153.6,53.44,1.35
5118302,WA,Tangney,398.2,177.2,44.49,-1.45,221,55.51,1.45
5118303,WA,Tangney,266.7,125.2,46.94,-0.7,141.5,53.06,0.7
5118304,WA,Tangney,241.2,112.8,46.76,-0.19,128.4,53.24,0.19
5118305,WA,Tangney,234.5,111.9,47.72,0.04,122.6,52.28,-0.04
5118306,WA,Tangney,352.1,170.4,48.4,-0.2,181.7,51.6,0.2
5118307,WA,Tangney,189.4,93.55,49.39,0.08,95.85,50.61,-0.08
5118308,WA,Tangney,378.9,180.6,47.66,-0.37,198.3,52.34,0.37
5118309,WA,Tangney,194.1,95.53,49.21,-0.21,98.59,50.79,0.21
5118310,WA,Tangney,267.6,127.7,47.72,-0.34,139.9,52.28,0.34
5118401,WA,Tangney,172.1,58.06,33.73,-1.85,114.1,66.27,1.85
5118402,WA,Tangney,160.7,54.86,34.14,-2.04,105.8,65.86,2.04
5118403,WA,Tangney,307.2,103.9,33.82,-1.91,203.3,66.18,1.91
5118404,WA,Tangney,282.1,96.87,34.34,-1.8,185.2,65.66,1.8
5118405,WA,Tangney,148.1,51.33,34.66,-1.73,96.78,65.34,1.73
5118406,WA,Tangney,169.3,58.19,34.37,-1.96,111.1,65.63,1.96
5118408,WA,Tangney,215.1,72.71,33.8,-1.89,142.4,66.2,1.89
5118409,WA,Tangney,320.3,112.6,35.15,-1.87,207.7,64.85,1.87
5118410,WA,Tangney,298.8,107.5,35.98,-1.77,191.3,64.02,1.77
5118411,WA,Tangney,251.7,89.39,35.52,-1.58,162.3,64.48,1.58
5118412,WA,Tangney,127.5,44.02,34.52,-1.96,83.49,65.48,1.96
5118413,WA,Tangney,195.9,69.41,35.42,-1.89,126.5,64.58,1.89
5118414,WA,Tangney,256.4,88.57,34.54,-1.69,167.9,65.46,1.69
5118415,WA,Tangney,156.9,53.05,33.82,-1.98,103.8,66.18,1.98
5118416,WA,Tangney,158.8,54.31,34.21,-2.06,104.5,65.79,2.06
5118417,WA,Tangney,160.7,55.99,34.84,-1.95,104.7,65.16,1.95
5118418,WA,Tangney,333.8,114.2,34.22,-1.83,219.6,65.78,1.83
2100701,VIC,Wannon,345.6,168.1,48.63,0.33,177.6,51.37,-0.33
2100702,VIC,Wannon,265.3,129.9,48.98,0.21,135.4,51.02,-0.21
2100703,VIC,Wannon,309.7,154.9,50,-1.93,154.9,50,1.93
2100704,VIC,Wannon,281.6,143.7,51.03,-2.31,137.9,48.97,2.31
2100705,VIC,Wannon,318.2,162.6,51.12,-2.58,155.5,48.88,2.58
2100706,VIC,Wannon,384.1,198.1,51.56,-2.61,186.1,48.44,2.61
2100707,VIC,Wannon,355.8,174.7,49.12,0.6,181,50.88,-0.6
2100708,VIC,Wannon,277.2,138.1,49.81,-2.15,139.1,50.19,2.15
2100709,VIC,Wannon,273.6,132.7,48.5,-0.64,140.9,51.5,0.64
2101304,VIC,Wannon,133.4,59.37,44.49,3.09,74.06,55.51,-3.09
2101308,VIC,Wannon,301.6,132.2,43.81,3.2,169.5,56.19,-3.2
2101309,VIC,Wannon,179.4,68.2,38.02,-0.19,111.2,61.98,0.19
2101401,VIC,Wannon,312.6,141.9,45.41,-0.36,170.7,54.59,0.36
2101402,VIC,Wannon,205.9,92.61,44.99,-0.28,113.3,55.01,0.28
2101403,VIC,Wannon,334.8,152.2,45.47,-0.39,182.6,54.53,0.39
2101404,VIC,Wannon,337.1,150.5,44.64,-0.18,186.6,55.36,0.18
2101405,VIC,Wannon,161.4,68.78,42.62,0.81,92.59,57.38,-0.81
2101406,VIC,Wannon,193.9,88.03,45.39,0,105.9,54.61,0
2101407,VIC,Wannon,211.9,108.1,51.04,1.71,103.7,48.96,-1.71
2101408,VIC,Wannon,276.7,143.3,51.8,1.36,133.4,48.2,-1.36
2101409,VIC,Wannon,16.29,7.44,45.67,-0.45,8.85,54.33,0.45
2101410,VIC,Wannon,105.3,49.19,46.71,0.91,56.12,53.29,-0.91
2101411,VIC,Wannon,230.5,118.4,51.37,1.39,112.1,48.63,-1.39
2101412,VIC,Wannon,278.5,127,45.59,-0.35,151.5,54.41,0.35
2101413,VIC,Wannon,12.43,5.8,46.68,-0.34,6.63,53.32,0.34
2101501,VIC,Wannon,417.1,215.3,51.61,-3.95,201.8,48.39,3.95
2101502,VIC,Wannon,216.6,106.6,49.21,-2.96,110,50.79,2.96
2101503,VIC,Wannon,270.7,141.2,52.18,-0.3,129.5,47.82,0.3
2101504,VIC,Wannon,191.3,96.39,50.39,-3.01,94.89,49.61,3.01
2101505,VIC,Wannon,301.4,141.2,46.86,0.39,160.2,53.14,-0.39
2101506,VIC,Wannon,265.3,135.6,51.12,-3.2,129.7,48.88,3.2
2101507,VIC,Wannon,362.4,189.9,52.42,0.58,172.4,47.58,-0.58
2101508,VIC,Wannon,183.3,96.3,52.54,0.6,86.98,47.46,-0.6
2101509,VIC,Wannon,297.1,153.9,51.8,-4.08,143.2,48.2,4.08
2101510,VIC,Wannon,130.2,52.88,40.62,0.3,77.31,59.38,-0.3
2101511,VIC,Wannon,217.7,113.5,52.11,0.38,104.3,47.89,-0.38
2101512,VIC,Wannon,191,102.1,53.44,0.92,88.93,46.56,-0.92
2103512,VIC,Wannon,436,220.7,50.62,1.95,215.3,49.38,-1.95
2103513,VIC,Wannon,267.2,106.8,39.95,2.02,160.5,60.05,-2.02
2138601,VIC,Wannon,94.32,43.57,46.2,0.98,50.74,53.8,-0.98
2138602,VIC,Wannon,222.6,104.1,46.77,1.36,118.5,53.23,-1.36
2138603,VIC,Wannon,176.8,83.28,47.1,0.82,93.53,52.9,-0.82
2138604,VIC,Wannon,220,103.3,46.94,1.06,116.7,53.06,-1.06
2138605,VIC,Wannon,144.6,69.67,48.19,1.04,74.9,51.81,-1.04
2138606,VIC,Wannon,245.4,113.5,46.25,2.07,131.9,53.75,-2.07
2138607,VIC,Wannon,158.8,75.18,47.33,0.53,83.67,52.67,-0.53
2138608,VIC,Wannon,236.1,109.8,46.52,0.98,126.2,53.48,-0.98
2138609,VIC,Wannon,203.8,93.54,45.9,0.83,110.3,54.1,-0.83
2138610,VIC,Wannon,200.4,91.69,45.76,1.05,108.7,54.24,-1.05
2138611,VIC,Wannon,141.3,64.57,45.7,1.04,76.71,54.3,-1.04
2138612,VIC,Wannon,383.7,173.6,45.25,1.06,210.1,54.75,-1.06
2138613,VIC,Wannon,260,116.4,44.76,1.01,143.6,55.24,-1.01
2138614,VIC,Wannon,340.1,156.9,46.12,1.04,183.3,53.88,-1.04
2138615,VIC,Wannon,186,86.79,46.67,1.21,99.17,53.33,-1.21
2138616,VIC,Wannon,257.7,118.5,45.98,0.8,139.2,54.02,-0.8
2138617,VIC,Wannon,216.2,99.27,45.92,1.25,116.9,54.08,-1.25
2138618,VIC,Wannon,144.3,67.61,46.84,0.79,76.73,53.16,-0.79
2138619,VIC,Wannon,232.6,105.9,45.51,0.81,126.7,54.49,-0.81
